-1.457335698223171683e+01,-1.322721573006297646e+01,-1.166078218980174874e+01,-9.532824051023444767e+00,-7.380451767389016204e+00,-5.382869310911027050e+00,-3.581933737666346484e+00,-2.061346513789530821e+00,-9.332983278701275642e-01,2.873445878481434637e-02,1.298462783832484924e+00,2.414887422451315491e+00,3.646447315047558035e+00,4.248742791485818238e+00,4.215689183760841452e+00,4.350699863923331634e+00,5.158190022493974070e+00,5.801202576640189790e+00,5.540520276149900170e+00,5.193677981006826982e+00,5.543217974616465149e+00,6.451887681411902165e+00,6.964438936149665693e+00,5.899624906048560824e+00,4.476001488459083966e+00,2.921588785479326322e+00,1.750226719287179433e+00,9.922707917979788350e-01,9.579442165412066501e-02,-1.259321956767476269e-01
-7.723406559336056798e-01,8.735073690964825222e-01,2.133916435305548198e+00,1.797277805404000617e+00,2.146379825788292450e+00,3.551946048289748692e+00,4.177209620799643197e+00,4.854482497425259169e+00,4.775988608550047587e+00,4.889985849381509375e+00,5.877741418783321237e+00,6.332503468219115916e+00,5.663185802799717727e+00,5.515891694649972976e+00,4.620475491582397787e+00,3.548762462597533140e+00,1.035377520152236386e+00,-6.976824949580976432e-01,-4.610204852452320923e-01,-3.461342476081850084e-01,-7.260210818003031141e-01,-1.383267100938710525e+00,-1.243960994724819136e+00,-1.703487551291083868e+00,-1.766735224315772346e+00,-2.925283674315227511e+00,-4.574295828016142984e+00,-5.191052152231774741e+00,-5.681561785176556967e+00,-7.688883246461021059e+00
-1.371468098075532360e+01,-1.235812829298957283e+01,-1.099224400948734370e+01,-9.536535331293459095e+00,-8.260451993854532660e+00,-6.778011383923085553e+00,-5.422904428767733265e+00,-4.112711540853661418e+00,-2.880555480009116653e+00,-1.471147967111526622e+00,-4.863359854099084945e-02,1.286931001878255154e+00,2.589917234122234735e+00,3.962940037432059359e+00,5.363915656656204511e+00,6.603313237521617474e+00,7.969108412115796014e+00,7.934790069243424782e+00,7.986945821898651765e+00,7.869286815045075656e+00,7.908826690492104738e+00,7.809227755730170806e+00,7.377972782886280889e+00,6.097853903179057511e+00,4.753936438584697832e+00,3.441082015650857251e+00,1.975592690215348224e+00,5.418171548462165088e-01,-7.359057185227341202e-01,-2.033068396012432277e+00
-1.986570932071765583e+01,-1.708526458538841908e+01,-1.501404290316912160e+01,-1.343938456414007732e+01,-1.179433533868132145e+01,-9.269602158963804683e+00,-6.331343440578431903e+00,-3.699566434170504792e+00,-8.275848262166372038e-01,1.997529430041046661e+00,4.465847383853764896e+00,5.271768921901303528e+00,5.620085519458582368e+00,6.028607459763997589e+00,6.122062382654496204e+00,6.429193738976433536e+00,7.683347688047478030e+00,8.676855833276670538e+00,9.778125976307912026e+00,9.255374646336829159e+00,7.750381942370383470e+00,6.763598708357632994e+00,6.503936675164331938e+00,5.159339504154789147e+00,3.616968942175935897e+00,2.248200726962141349e+00,1.061109026950991296e+00,-3.583442838428327892e-01,-1.922936324961234344e+00,-2.675792877352444421e+00
-1.393701289174658520e+01,-1.245700377942903359e+01,-1.116131865418546987e+01,-9.745900246979452675e+00,-8.326270105624006490e+00,-6.962055418374915483e+00,-5.445925456255033659e+00,-4.144324039754821776e+00,-2.796552695788764531e+00,-1.334847666574443981e+00,1.116371206045596448e-01,1.391660125423922700e+00,2.990194029700137701e+00,4.213054724626037029e+00,5.693372239348875929e+00,7.078862621671477839e+00,8.448178317422520678e+00,8.391841264846432225e+00,8.370641323837020309e+00,8.391470248482704619e+00,8.260547381204869311e+00,8.319961316136156526e+00,7.975052395703654540e+00,6.451205812812343510e+00,4.953552806169066791e+00,3.480675147962021487e+00,2.119514874612450139e+00,7.526946299205354851e-01,-7.747888762093904091e-01,-2.076621227932979430e+00
-2.158998098448204672e+01,-1.982343401751405310e+01,-1.712647017760507140e+01,-1.374156747629322695e+01,-1.048024171267991100e+01,-8.259493622042286987e+00,-6.275903897734385062e+00,-4.163737389139783751e+00,-2.001275070416951518e+00,1.426713686655205482e-01,2.483863945065204248e+00,3.951497238359186426e+00,5.433374120644843153e+00,6.981956066785580894e+00,8.509173140416242731e+00,1.028635585351708315e+01,1.166451273558008594e+01,1.108508489531809715e+01,1.038078542868422183e+01,1.014496819340997291e+01,1.014979562762537135e+01,1.052455899174916532e+01,1.088021471595579293e+01,9.597904694728665476e+00,7.120920393195731002e+00,3.887666963559279321e+00,1.296168440335405236e+00,-2.388901028297697460e-01,-8.042341886332804446e-01,-2.680551527144886315e+00
-1.289933067357475771e+01,-1.139081815218007776e+01,-1.008105318049917010e+01,-8.861932278117649275e+00,-7.447006074803383946e+00,-6.090503517453705662e+00,-4.712105881926095918e+00,-3.395938141578150216e+00,-2.131628096481264389e+00,-7.082370372439736883e-01,5.527413506143478150e-01,1.830179831974571680e+00,3.240214240528713319e+00,4.494483610521746719e+00,5.885745174182315687e+00,7.199373060382246337e+00,8.266486501107747742e+00,8.261366724801485262e+00,8.180295389980999587e+00,8.106986480765888459e+00,8.008719772272106852e+00,7.898069068385988878e+00,7.521855738406646452e+00,6.049009857717959626e+00,4.468411584169578177e+00,3.110093685367945948e+00,1.646106353663147059e+00,1.971024233229857203e-01,-1.316902417020358929e+00,-2.827505636601314265e+00
-2.089889845702770188e+01,-1.899286733924273207e+01,-1.740503612168677705e+01,-1.559011565010302824e+01,-1.262747299732247974e+01,-8.482351931692722502e+00,-4.762928515464011525e+00,-2.360909609409980181e+00,-7.246438541223547691e-01,1.052501217742984441e+00,3.170200726189550178e+00,4.497710651843220830e+00,5.795389797277675115e+00,6.831319059889707113e+00,7.351022007287914661e+00,7.539920632504917286e+00,8.152889966212025996e+00,7.859074653003712996e+00,7.839541594895552024e+00,7.857847169471194881e+00,8.256375118561017246e+00,8.730251034012111333e+00,8.743910567676874024e+00,7.494098432351441907e+00,5.431653126034886370e+00,2.785732860386403331e+00,9.418687853742009619e-02,-1.727284467483449548e+00,-3.060439475610875260e+00,-3.874441796113238468e+00
-1.574653934576956615e+01,-1.384623413802972891e+01,-1.115545440747845696e+01,-8.529775519059821676e+00,-6.891885458901112038e+00,-5.810818748305344172e+00,-4.122614781361302327e+00,-1.892694223479619575e+00,3.531768976705542684e-01,2.334839650024001401e+00,3.734797805489789901e+00,3.594555571089944390e+00,3.443733767479043362e+00,4.031547099507193366e+00,4.454247191815263740e+00,4.002007816246217153e+00,3.382632172355622746e+00,3.599962111313970592e+00,4.662353538373074535e+00,5.412376718893996852e+00,5.479649371201140262e+00,5.213541942324770417e+00,5.046738011622312392e+00,4.535211528400522774e+00,4.067854171505171479e+00,3.396964747142948493e+00,2.332415829042519650e+00,1.001229321304039299e+00,6.709998085028832937e-02,7.186180813799998568e-02
-1.528935521210680903e+01,-1.377977872174758822e+01,-1.248237051988645696e+01,-1.108595707849815071e+01,-9.588753284750854533e+00,-8.171036099658735452e+00,-6.756158312650109465e+00,-5.306138204284951421e+00,-3.847393601981671907e+00,-2.512177305302111918e+00,-1.050183034490459022e+00,3.403220090173346701e-01,2.040500496073552661e+00,3.319842360396322523e+00,4.949973367066010432e+00,6.329774456367039726e+00,7.766167023634593214e+00,7.847654550065307433e+00,7.840268037777489596e+00,7.923724271807563113e+00,8.132931861620352976e+00,8.079492594383236082e+00,7.950696498775958965e+00,6.645335184731977485e+00,5.283897837187088165e+00,4.064719675530883869e+00,2.758441640067082812e+00,1.253557310167866756e+00,8.935641630681397107e-02,-1.257617147869238616e+00
